file,path,heuristic,status,runtime_sec,decisions,conflicts,learned_clauses,propagations
flat50-14.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-14.cnf,vsids,SAT,0.670583,18,0,0,132
flat50-140.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-140.cnf,baseline,SAT,4.789817,122,64,64,3609
flat50-140.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-140.cnf,vsids,SAT,0.728964,16,3,3,258
flat50-141.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-141.cnf,baseline,SAT,1.545708,39,18,18,964
flat50-141.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-141.cnf,vsids,SAT,0.564245,13,0,0,137
flat50-142.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-142.cnf,baseline,SAT,0.522154,16,0,0,134
flat50-142.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-142.cnf,vsids,SAT,0.646919,24,7,7,352
flat50-143.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-143.cnf,baseline,SAT,0.480739,14,0,0,136
flat50-143.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-143.cnf,vsids,SAT,1.014401,21,6,6,464
flat50-144.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-144.cnf,baseline,SAT,1.791859,43,21,21,1171
flat50-144.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-144.cnf,vsids,SAT,0.728578,25,6,6,383
flat50-145.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-145.cnf,baseline,SAT,1.837341,46,21,21,1105
flat50-145.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-145.cnf,vsids,SAT,1.173614,36,11,11,774
flat50-146.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-146.cnf,baseline,SAT,0.638924,18,4,4,358
flat50-146.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-146.cnf,vsids,SAT,1.534127,35,15,15,868
flat50-147.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-147.cnf,baseline,SAT,1.194122,47,16,16,960
flat50-147.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-147.cnf,vsids,SAT,0.909203,24,5,5,402
flat50-148.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-148.cnf,baseline,SAT,0.990986,31,7,7,534
flat50-148.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-148.cnf,vsids,SAT,1.335828,36,9,9,620
flat50-149.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-149.cnf,baseline,SAT,0.599506,19,0,0,131
flat50-149.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-149.cnf,vsids,SAT,0.645021,18,2,2,206
flat50-15.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-15.cnf,baseline,SAT,3.756085,93,59,59,3265
flat50-15.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-15.cnf,vsids,SAT,1.342921,37,12,12,615
flat50-150.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-150.cnf,baseline,SAT,0.895251,26,5,5,385
flat50-150.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-150.cnf,vsids,SAT,0.951904,25,9,9,581
flat50-151.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-151.cnf,baseline,SAT,0.788172,21,2,2,253
flat50-151.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-151.cnf,vsids,SAT,0.820591,24,6,6,548
flat50-152.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-152.cnf,baseline,SAT,0.317157,16,0,0,134
flat50-152.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-152.cnf,vsids,SAT,1.250981,41,15,15,891
flat50-153.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-153.cnf,baseline,SAT,1.14133,37,17,17,1086
flat50-153.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-153.cnf,vsids,SAT,1.037151,16,6,6,463
flat50-154.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-154.cnf,baseline,SAT,0.74826,26,2,2,248
flat50-154.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-154.cnf,vsids,SAT,2.50134,64,41,41,2104
flat50-155.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-155.cnf,baseline,SAT,1.410733,40,16,16,1042
flat50-155.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-155.cnf,vsids,SAT,2.383579,58,31,31,1901
flat50-156.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-156.cnf,baseline,SAT,0.477215,12,0,0,138
flat50-156.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-156.cnf,vsids,SAT,0.689358,16,1,1,248
flat50-157.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-157.cnf,baseline,SAT,1.332857,29,12,12,787
flat50-157.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-157.cnf,vsids,SAT,0.693589,17,1,1,176
flat50-158.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-158.cnf,baseline,SAT,7.806261,170,103,103,6168
flat50-158.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-158.cnf,vsids,SAT,5.376033,108,68,68,3793
flat50-159.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-159.cnf,baseline,SAT,1.249256,44,12,12,773
flat50-159.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-159.cnf,vsids,SAT,1.244406,41,12,12,656
flat50-16.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-16.cnf,baseline,SAT,0.35189,11,0,0,139
flat50-16.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-16.cnf,vsids,SAT,0.488335,16,4,4,322
flat50-160.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-160.cnf,baseline,SAT,1.497308,51,19,19,1120
flat50-160.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-160.cnf,vsids,SAT,0.76032,22,4,4,344
flat50-161.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-161.cnf,baseline,SAT,0.896434,32,9,9,543
flat50-161.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-161.cnf,vsids,SAT,0.876232,22,7,7,439
flat50-162.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-162.cnf,baseline,SAT,1.702659,58,26,26,1582
flat50-162.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-162.cnf,vsids,SAT,1.13537,42,17,17,1015
flat50-163.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-163.cnf,baseline,SAT,1.05716,41,15,15,938
flat50-163.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-163.cnf,vsids,SAT,1.255682,23,11,11,810
flat50-164.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-164.cnf,baseline,SAT,4.084988,107,56,56,3283
flat50-164.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-164.cnf,vsids,SAT,3.439568,100,50,50,2859
flat50-165.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-165.cnf,baseline,SAT,1.477336,49,19,19,907
flat50-165.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-165.cnf,vsids,SAT,0.701707,21,3,3,246
flat50-166.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-166.cnf,baseline,SAT,0.729118,28,9,9,563
flat50-166.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-166.cnf,vsids,SAT,1.092295,29,7,7,438
flat50-167.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-167.cnf,baseline,SAT,0.786468,23,4,4,262
flat50-167.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-167.cnf,vsids,SAT,0.948016,19,7,7,503
flat50-168.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-168.cnf,baseline,SAT,1.165264,30,13,13,904
